ISO3V10,Country_Standard,EVI,HAZARDS,RESISTANCE,DAMAGE,CCEVI,ENDEVI,HHEVI,AFEVI,WATEVI,CCDEVI,CBDEVI,WINDEVI,DRYEVI,WETEVI,HOTEVI,COLDEVI,SSTEVI,VOLCANOEVI,EARTHQKEVI,TSUNAMIEVI,SLIDESEVI,LANDEVI,DISPEVI,ISOLEVI,RELIEFEVI,LOWEVI,BORDEVI,IMBALEVI,OPENEVI,MIGEVI,ENDEMEVI,INTROEVI,ENDANGEVI,EXTINCTEVI,VEGEVI,VEGLOEVI,FRAGEVI,DEGEVI,RESRVEVI,MPAEVI,FARMEVI,FERTLEVI,PESTCDEVI,BIOTECHEVI,PRDOFEVI,FSHEFEVI,WATEREVI,SULPHEVI,WASTEEVI,TRTMNTEVI,INDUSTEVI,SPILLSEVI,MININGEVI,SANEVI,VEHEVI,POPDNEVI,POPGRTHEVI,TOUREVI,CSTPOPEVI,AGRMTEVI,CONFLTEVI,WIND,DRY,WET,HOT,COLD,SST,VOLCANO,EARTHQK,TSUNAMI,SLIDES,LAND,DISP,ISOL,RELIEF,LOW,BORD,IMBAL,OPEN,MIG,ENDEM,INTRO,ENDANG,EXTINCT,VEG,VEGLO,FRAG,DEG,RESRV,MPA,FARM,FERTL,PESTCD,BIOTECH,PRDOF,FSHEF,WATER,SULPH,WASTE,TRTMNT,INDUST,SPILLS,MINING,SAN,VEH,POPDN,POPGRTH,TOUR,CSTPOP,AGRMT,CONFLT
SVK,Slovakia,302.632,3.261,3,2.625,3.444,3,5,4,4,3,3,,4,6,,,,1,1,1,1,3,3,1,2,5,4,,7,1,5,2,2,1,,1,4,,1,,7,4,7,1,,,2,7,4,3,4,,1,,6,5,3,2,1,1,1,,-31.6,35.4,,,,0,0,,0,"48,080",31.697,0,"2,561",58,5,,257.217,0.915,"1,913.48",0.021,0.915,0,,0,0.888,,22,,"3,942.48","2,570.40",138.468,0,,,11,9.769,29.118,70.988,46.997,,0,,22.184,112.042,0.129,20.272,0,85,0
EGY,Egypt,297.917,3.067,2.5,3.182,3.462,2,4,3,4,3,3,3,1,1,4,1,5,1,1,1,1,2,2,1,2,3,5,1,5,1,4,2,2,1,7,4,1,2,5,2,1,4,4,1,6,5,7,2,,,4,7,4,3,1,4,6,1,4,1,7,256.309,-6.6,1.8,90.977,11.858,11,0,0,0,0,"995,450",8.602,0,"2,762",30,7,0.238,18.38,0.063,77.352,0.017,0.028,0,0,0,0.064,9,1,16.03,3.322,"1,137.07",4.286,0,"42,088.39",40.27,"3,061",0.546,,,27.849,339.1,52,8.254,1.582,68.783,1.721,4.264,62,111,9
ISL,Iceland,297.917,2.933,3.125,2.818,3.846,3,2,4,4,5,4,7,3,7,5,4,4,7,1,1,1,3,4,6,2,5,1,6,6,1,3,2,2,2,7,4,1,7,4,5,3,2,,1,7,1,1,1,1,2,1,1,1,,1,1,4,1,1,1,1,626.197,-21.8,57.8,156.582,105.154,7,"2,244",1,0,0,"100,250",84.848,"1,000","2,119",53,0,-0.095,26.434,0.349,9.975,0.06,0.06,0,0,0,0.126,52,10,4.61,45.042,205.227,,0,"18,680.90",0.66,0,0.094,0.96,93.846,4.048,0,0,,1.298,2.803,0.558,2.486,3,111,0
RWA,Rwanda,297.500,2.783,2.5,4.2,3.583,3,3,4,5,4,3,7,4,6,1,1,,1,1,1,1,3,3,1,3,1,3,,5,1,5,2,2,1,5,5,3,7,3,,6,1,5,1,,,2,2,,,,,1,,1,7,5,1,1,3,7,822.165,-31.8,39.2,10.269,0,,0,0,,0,"24,670",36.198,0,"3,569",0,4,,19.781,1.257,"1,134.98",0.284,0.892,0,16,0,0.604,73,14,,633.991,0,12.12,0,,,12,0.488,,,,,0,,0.627,313.458,1.157,0.081,0,41,11
FRO,Faeroe Islands,296.296,2.286,4.143,3.143,3.636,2,1,3,3,3,4,7,4,1,1,2,4,1,1,1,1,5,6,4,1,5,3,1,,5,,,4,7,,,,,,,,,,1,6,,,1,,,,,1,,,3,,,3,,1,"1,279.40",-40.2,4.4,12.389,35.023,7,0,0,0,0,"1,399",798.427,310,882,52,3,0.006,,17.87,,,2.144,1,,,,,,,,,,0,"29,488.20",,,0.093,,,,,0,,,32.638,,,33,,0
COL,Colombia,295.833,3.033,2.5,3.091,2.615,3,3,3,4,3,3,2,6,6,1,1,1,4,2,2,5,2,2,1,4,1,4,5,5,1,5,2,2,2,3,5,1,4,4,1,5,3,6,1,4,5,1,1,,,3,5,1,2,1,3,6,1,2,1,7,157.017,-129.8,44.2,5.357,10.585,3,105,2,0.34,4,"1,038,700",11.435,0,"5,775",0,5,-0.071,18.084,0.04,"1,873.50",0.047,0.332,0,54,0,0.109,18,8,46.73,261.607,533.118,26.161,0,"174,150.71",34.12,0,0.237,,,19.242,170.24,0,6.112,0.774,40.744,1.672,0.562,22,88,11
SPM,Saint Pierre and Miquelon,295.833,2.417,4.429,2.167,4.25,2,2,3,3,4,4,,2,4,,,6,1,1,1,1,6,6,2,1,7,2,1,,7,,,6,1,,,,,,,,,,1,2,,,2,7,,,,1,,,2,,,,,1,,-17.4,20.4,,,14,0,0,0,0,242,495.868,25,240,100,1,0.119,,111.57,,,4.132,0,,,,,,,,,,0,"1,501,857.75",,,0.372,"4,772.19",,,,0,,,28.628,,,,,0
USA,United States of America,295.745,3.345,2.625,2,3.077,3,4,4,3,4,3,4,5,5,6,6,3,2,1,2,1,1,2,1,5,3,3,1,7,1,5,2,2,2,2,1,3,6,3,1,,4,6,7,6,,2,5,4,2,4,2,1,,1,1,4,1,1,1,1,324.888,-60.4,25.6,311.18,260.046,6,11,1,0.22,0,"9,159,120",15.869,0,"6,280",20,4,0.042,113.928,0.013,484.654,0.013,0.109,0,60,0,0.693,32,13,24.12,,"2,951.05",31.25,"2,202","53,940.15",,19,1.981,41.557,89.454,45.96,7.5,0,,1.129,2.309,0.906,5.241,1,154,0
IOT,British Indian Ocean Territory,294.737,1.375,4.857,2.6,4.5,1,1,3,2,4,5,,,,,,4,1,1,1,1,6,7,6,1,7,2,,,5,,,7,1,,,,,,,,,,1,,,,1,,,,,1,,,2,,,,,1,,,,,,7,0,0,0,0,60,"11,633.33","1,120",15,100,1,,,16.667,,,50,0,,,,,,,,,,0,,,,0,,,,,0,,,28.333,,,,,0
HMD,Heard Island and McDonald Islands,294.444,1.286,4.857,2.2,3.833,1,,4,1,5,5,,,,,,3,1,1,1,1,5,5,6,2,7,2,,,7,,,7,1,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,1,,,,,,6,0,0,0,0,412,247.33,"1,600","2,745",100,1,,,38.835,,,7.282,0,,,,,,,,,,0,,,,,,,,,0,,,0,,,,,0
TGO,Togo,293.617,2.759,2.625,3.727,3,2,3,3,4,3,3,1,2,3,1,1,2,1,1,1,1,3,3,1,1,5,3,1,5,1,4,2,2,1,6,6,1,7,4,7,1,2,4,1,6,7,1,1,,,,1,4,6,1,4,7,1,7,1,6,144.122,-15.2,12.6,4.63,12.621,5,0,0,0,0,"54,390",31.256,0,986,60,3,0.141,13.311,0.735,73.543,0.018,0.368,0,7,-1,0.138,54,8,0,0.359,268.064,4.244,0,"51,739.11",321.89,1,0.231,,,,0,34,50.213,1.617,85.108,2.682,1.22,390,68,3
ARE,United Arab Emirates,293.333,3.37,2.625,2,3.462,2,4,3,4,3,3,2,2,2,3,1,5,1,1,1,1,3,3,1,2,5,3,1,,1,3,2,2,1,7,4,1,1,7,7,1,3,,1,5,1,7,5,,,7,1,7,1,2,2,6,,2,7,1,173.535,-12.2,6.8,88.978,6.102,10,0,0,0,0,"83,600",44.713,0,"1,527",54,3,0.081,,0.419,11.962,0.024,0.156,0,0,0,0.013,4,0,0,0.422,407.907,,0,"161,571.21",4.67,"1,407",1.909,,,534.504,0,"1,589",2.336,2.394,29.199,1.675,,25,1,0
WLF,Wallis and Futuna Islands,292.593,1.462,5.143,3.5,3.545,2,1,3,4,3,4,1,5,2,1,1,2,1,1,1,,6,6,7,1,7,4,2,,5,,5,7,1,,,,,,,,,,1,1,,,1,,,,,1,,,4,,,4,,1,90.777,-53.4,9,0,1.225,4,0,0,0,,274,470.803,"4,000",765,100,5,-0.018,,14.599,,10.949,7.299,0,,,,,,,,,,0,"13,528,253.97",,,0.036,,,,,0,,,56.332,,,56,,0
TCA,Turks and Caicos Islands,292.308,2.077,5,2.429,4.125,2,3,3,4,4,4,,5,4,,,2,1,1,1,1,5,6,6,1,7,3,1,,7,,1,7,1,,,,,,,,,,1,2,,,3,,,,1,1,,,3,,,,4,1,,-51.6,19,,,4,0,0,0,0,430,904.651,930,49,100,4,0.067,,60.465,,0,20.93,0,,,,,,,,,,0,"1,988,158.36",,,0.744,,,,0,0,,,42.144,,,,32,0
NZL,New Zealand,291.837,3.097,3.625,1.727,2.923,3,3,3,3,3,3,5,3,4,2,2,3,7,1,2,1,2,4,6,3,5,2,1,7,1,6,2,2,2,4,1,2,2,1,4,4,4,6,7,5,1,1,2,,2,4,1,4,2,3,1,5,1,1,1,1,439.097,-25.2,21.2,35.582,45.795,6,"1,168",0,0.35,0,"267,990",64.215,"1,600","3,764",46,2,0.159,68.786,0.149,"7,727.90",0.101,0.463,0,29,1,0.344,7,23,6.58,117.274,"2,643.68",27.11,59,"156,490.75",0.15,1,0.318,,90.909,22.03,0,40,5.802,6.383,14.152,1.162,6.069,14,106,0
ABW,Aruba,291.304,1.8,4.429,3.571,4.667,2,7,2,7,4,4,,,,,,2,1,1,1,1,6,5,2,1,7,3,1,,7,,1,7,1,,,,,,,,,,1,2,,,7,,,,1,1,,,7,,,,,1,,,,,,4,0,0,0,0,193,354.922,20,188,100,3,0.253,,98.446,,0,20.725,0,,,,,,,,,,0,"2,281,835.11",,,12.435,,,,0,0,,,362.731,,,,,0
NCL,New Caledonia,290.000,2.75,3.429,2.5,3.182,3,2,3,5,4,4,3,7,6,1,4,3,1,1,1,,4,4,6,2,3,4,1,,1,,2,7,6,,,,,,,5,,,1,1,,,2,,,,,1,,,1,6,1,1,,1,227.947,-136.4,39.6,2.9,104.586,5,0,0,0,,"18,575",121.346,"1,300","1,628",25,5,0.051,,0.646,,0.808,13.082,0,,,,,,,176.416,,,0,"7,018,938.48",,,0.376,,,,,0,,,11.029,1.51,5.635,11,,0
AFG,Afghanistan,289.474,2.81,2.75,3.2,3.167,2,3,3,4,4,3,5,1,3,4,1,,1,1,1,4,2,2,1,6,1,4,,,1,5,2,2,1,6,7,1,6,5,,,1,,1,,,4,1,,,,,2,5,1,3,7,1,1,3,7,420.537,-6.2,11.2,94.483,13.081,,0,1,,3,"652,090",8.479,0,"7,227",0,6,,,0.046,"1,237.56",0.018,0.043,0,7,-7,0.032,28,0,,,12.351,,0,,,47,0.202,,,,,4,32.054,0.035,34.842,3.635,0.006,0,47,11
VEN,Venezuela,289.362,3.138,2.625,2.364,2.462,2,3,3,4,3,3,3,5,6,1,1,2,1,,2,1,2,2,1,4,1,4,7,6,1,6,2,2,1,1,6,1,5,1,4,6,2,4,1,5,1,1,2,,,6,4,6,4,2,2,6,1,2,1,1,204.556,-72.6,43.6,6.577,8.721,4,0,,0.15,0,"882,050",13.327,0,"5,007",0,5,-0.103,20.727,0.036,"9,349.81",0.01,0.152,0,84,-1,0.109,21,35,9.95,566.119,340.275,5.551,0,"107,182.57",5.86,0,0.502,,,102.215,147.89,259,11.509,1.863,27.402,1.589,0.658,26,80,0
BDI,Burundi,287.500,2.667,2.25,4.444,2.833,2,3,3,5,3,3,5,2,2,1,1,,1,1,1,1,3,3,1,2,1,3,,3,1,4,2,2,1,6,5,,7,4,,5,2,5,1,,,1,1,,,,,1,7,2,7,7,1,1,4,7,381.634,-13.2,9.2,0,0,,0,0,,0,"25,680",37.928,0,"1,898",0,3,,5.413,1.246,77.882,0.35,0.662,0,4,0,,75,5,,269.486,128.505,11.48,0,,,3,0.24,,,,,0,127.747,2.868,260.709,2.794,0.922,0,40,11
UGA,Uganda,287.500,2.75,2.25,4,3.333,3,2,3,5,4,3,4,4,7,4,1,,1,1,1,5,2,2,1,3,1,4,,4,1,4,2,2,1,6,5,,7,4,,,1,2,1,,,1,1,1,,,,1,6,1,5,7,1,1,2,7,288.664,-40,50.2,110.515,4.703,,0,0,,5,"199,650",13.514,0,"4,489",0,5,,8.269,0.22,60.105,0.06,0.511,0,4,-1,,52,8,,,0,0.58,0,,,1,0.206,0,,,,0,46.905,0.218,109.081,2.865,0.656,0,57,8
ARG,Argentina,287.234,3.103,2.875,2.091,3.231,3,2,3,4,4,3,5,4,7,5,4,2,1,1,1,1,1,1,1,5,5,4,1,5,1,5,2,2,2,3,5,1,3,5,5,,2,5,7,4,1,1,1,,,2,4,1,2,2,1,5,1,2,1,5,391.032,-34,61.6,163.511,135.761,5,0,0,0,0,"2,736,690",6.6,0,"7,000",47,5,0.029,12.701,0.022,471.738,0.008,0.05,0,60,0,0.079,11,2,0.98,,278.292,12.583,366,"319,868.69",1.47,8,0.121,,,8.55,119.09,0,4.33,1.719,13.532,1.189,1.084,20,107,2
CHL,Chile,287.234,3,3.25,2.182,3.154,3,4,3,4,4,3,4,5,5,4,3,1,5,1,2,1,2,4,1,5,4,3,4,6,1,6,2,2,2,3,5,1,4,2,1,5,3,5,1,7,1,1,6,,,1,1,3,,1,2,5,1,1,1,1,287.179,-61,26.2,100.37,53.802,3,279,1,0.14,0,"748,800",113.16,0,"6,880",44,3,-0.046,29.671,0.075,"3,748.67",0.033,0.119,0,41,0,0.106,19,19,52.5,274.766,644.191,9.939,0,"15,393.59",1.03,2,4.011,,,0.652,0,19,,1.442,20.314,1.153,0.002,17,112,0
CCK,Cocos (Keeling) Islands,285.000,2.444,4.286,1.6,4.875,3,1,4,5,5,3,,6,7,,,3,1,1,1,,7,5,2,1,7,1,1,,7,,,,0,,,,,,,,,,1,,,,1,,,,,1,,,3,,,,,1,,-108.6,116.8,,,6,0,1,0,,14,185.714,1,5,100,0,0.214,,71.429,,,,,,,,,,,,,,0,,,,0,,,,,0,,,45.214,,,,,0
VAT,Holy See,284.615,1,4.8,3.75,7,3,,1,7,7,4,,,,,,,1,1,,,7,7,1,,7,2,,,,,,,0,,,,,,1,,,,1,,,,,,,,,1,,,7,,,,,1,,,,,,,0,0,,,0,"7,272.73",0,,100,1,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,"2,022.73",,,,,0
SLE,Sierra Leone,282.609,2.607,2.875,3.455,3.231,2,3,3,5,4,3,3,3,4,1,1,3,1,1,1,1,3,3,1,2,6,2,2,1,1,5,2,2,1,6,7,1,6,5,7,4,1,,1,4,2,1,1,,,,1,1,7,1,4,7,1,3,2,7,207.105,-24,20.8,7.283,17.998,5,0,0,0,0,"71,620",36.791,0,"1,948",64,2,-0.01,2.039,0.572,"1,089.08",0.014,0.991,0,10,-3,0.158,38,1,0,74.476,45.741,,0,"197,373.88",9.97,0,0.225,,,,0,0,60.319,0.271,67.774,3.707,0.102,37,57,10
CPV,Cape Verde,281.818,2.278,4,3.222,3.545,3,1,3,2,2,3,4,1,1,1,1,4,7,1,1,1,4,5,5,2,7,3,3,,2,,1,3,4,,,2,,,,7,,,1,3,,,1,,,,1,1,,,5,,2,5,3,1,310.038,-7.4,1.2,25.327,17.377,7,"4,215",0,0,0,"4,033",239.276,580,"2,829",100,3,-0.021,,2.727,,0,1.984,0,,,0.273,,,,"15,262.12",,,0,"1,097,349.97",,,0.164,,,,0,0,,,100.462,,20.993,100,41,0
SLB,Solomon Islands,281.395,2.92,4.125,1.455,2.583,2,1,2,3,3,4,4,1,3,1,1,3,6,4,3,1,3,5,7,2,6,3,1,4,1,6,2,4,2,1,5,1,1,7,5,5,1,,1,4,1,,1,,,,1,1,,,1,7,1,1,2,1,276.954,-5,13.8,4.122,9.8,5,"1,036",4,1.01,0,"27,990",352.983,"1,950","2,447",71,3,0.275,10.432,0.536,"4,072.88",0.143,2.501,0,94,0,0.049,0,0,0.32,219.078,0,,0,"425,067.25",5.19,,0.033,,,,0,0,,,15.863,3.056,0.607,16,60,0
BRA,Brazil,280.851,3.103,2.625,2.091,2.692,3,2,4,4,4,3,3,5,7,1,3,3,1,1,1,2,1,1,1,3,4,6,1,4,1,4,2,2,2,2,5,1,6,5,4,5,3,5,5,4,,1,1,,,2,2,3,2,6,2,4,1,2,1,1,227.609,-52.8,61.2,24.027,63.474,5,0,0,0,1,"8,456,510",5.684,0,"3,014",37,10,0.075,9.439,0.006,104.062,0.003,0.072,0,66,0,0.204,28,4,6.16,356.848,602.305,6.455,18,"254,211.23",,1,0.242,,,5.886,29.96,18,6.035,19.091,20.116,0.93,0.535,25,102,0
EST,Estonia,280.435,2.893,2.625,2.727,3.636,2,3,4,3,3,3,,4,4,,,7,1,1,1,1,3,4,1,1,7,3,7,7,1,1,2,2,1,4,1,4,1,3,5,6,3,4,1,4,1,1,6,5,1,4,1,1,,4,3,1,2,2,1,1,,-44.2,20.2,,,19,0,0,0,0,"42,270",84.907,0,318,93,4,-0.104,97.989,1.183,0,0.426,0.26,0,29,1,1.193,4,11,4.02,825.409,784.173,2.839,0,"227,657.22",3.54,1,3.937,146.392,100,24.361,0,0,,9.148,33.026,-0.57,20.966,28,64,0
COD,Democratic Republic of the Congo,280.000,2.609,2.5,3.4,2.545,2,2,3,3,2,3,4,,,1,1,4,2,1,,1,1,1,1,4,1,6,7,1,1,5,2,2,1,2,5,,2,5,7,3,1,,1,6,,1,,,,1,1,1,4,1,2,7,1,7,,7,302.354,,,0.507,0.25,9,13,0,,0,"2,267,050",4.817,0,"5,110",0,9,-0.184,0.611,0.026,546.966,0.004,0.075,0,61,-1,,7,4,0,51.56,3.476,,0,"33,938.85",,0,,,,1.381,0,0,18.683,0.387,22.785,3.194,0.023,715,,8
LSO,Lesotho,280.000,2.826,2.125,3.4,3,2,3,4,5,4,3,4,6,2,2,3,,1,1,1,1,3,3,1,2,1,2,,7,1,4,2,2,1,7,4,1,7,5,,5,2,,1,,,1,1,,,,,1,6,1,4,6,1,1,3,5,278.875,-83.2,9,47.661,64.515,,0,0,,0,"30,350",29.951,0,"2,082",0,1,,40,1.054,131.796,0.231,0.395,0,0,0,0.196,100,0,,170.244,203.46,,0,,,1,0.063,,,,,0,43.982,0.426,70.939,1.583,5.535,0,46,1
VUT,Vanuatu,280.000,2.739,4.125,1.7,3.25,3,1,2,4,3,3,4,4,5,1,1,2,7,5,3,1,4,5,7,2,6,3,1,,1,5,2,3,2,4,,1,,5,5,,1,2,1,3,,,1,,,,1,1,,1,1,6,1,1,2,1,291.015,-31.2,28.8,1.87,3.64,5,"10,328",5,1.19,0,"12,200",207.213,"1,800","1,877",70,4,0.065,,0.738,"1,065.57",0.328,1.803,0,40,,0.088,,2,0.02,,8.197,0.001,0,"591,929.58",,,0.06,,,,0,0,,0.193,16.73,1.736,4.344,15,55,0
GHA,Ghana,279.167,2.8,2.625,3,3.154,2,3,3,4,3,3,3,4,3,1,1,2,1,1,1,1,2,2,1,1,7,3,1,4,1,4,2,2,1,6,6,1,2,5,7,1,2,6,1,6,7,1,1,,,1,1,2,6,1,4,6,1,5,1,5,257.927,-34.2,11.2,5.73,15.62,5,0,0,0,0,"227,540",12.534,0,860,78,3,0.079,11.607,0.198,215.347,0.013,0.606,0,9,-1,0.166,9,5,0,0.189,79.986,46.652,0,"26,039.79",304.42,1,0.142,,,3.621,0,5,39.973,0.444,88.828,1.845,1.584,113,79,2
SHN,Saint Helena,279.167,1.417,4.714,3,3,1,1,3,1,3,5,3,,,1,1,3,1,1,1,1,5,4,7,2,7,1,,,7,,,7,7,,,,,,,,,,1,2,,,1,,,,,1,,,1,,,1,,1,212.572,,,2.091,3.446,5,0,0,0,0,410,146.341,"1,800","2,060",100,0,,,43.902,,,82.927,76,,,,,,,,,,0,"1,734,733.91",,,0.073,,,,,0,,,17.722,,,18,,0
MDG,Madagascar,278.723,2.552,2.875,3.273,2.923,2,2,3,4,4,3,3,4,6,1,1,1,1,1,1,1,2,1,4,2,5,2,7,1,1,6,2,2,2,5,5,1,7,5,5,5,1,2,1,4,7,1,1,,,,1,1,4,1,2,7,1,5,1,1,263.204,-32,44,3.794,3.524,3,0,0,0,0,"581,540",1.448,400,"2,876",53,1,-0.17,1.828,0.043,"12,229.60",0.045,0.519,0,13,-1,0.053,71,2,0.02,206.399,21.378,0.15,0,"337,423.00",169.44,6,0.067,,,,0,0,16.448,0.137,27.413,3.07,0.24,104,68,0
BEN,Benin,278.261,2.714,2.25,3.455,3.308,3,3,4,5,3,3,2,4,6,1,1,2,1,1,1,1,3,2,1,1,4,3,1,3,1,3,2,2,1,6,6,1,5,4,,6,2,,1,6,7,1,1,,,1,1,1,6,1,4,7,1,7,1,5,150.581,-40.2,41,3.726,5.957,5,0,0,0,0,"110,620",19.364,0,658,41,4,0.611,6.292,0.407,9.04,0.018,0.19,0,4,-1,0.061,21,7,,489.243,317.212,,0,"43,924.74",346.57,1,0.126,,,2.932,0,1,40.235,0.386,55.117,3.047,1.374,249,70,1
UZB,Uzbekistan,277.778,3,2.375,2.8,3.2,2,4,3,4,3,2,,3,4,,,,1,1,1,4,2,2,1,3,1,4,,4,1,5,2,2,1,5,1,1,3,,,,4,,1,,1,7,3,5,,4,,1,1,,4,6,,1,5,5,,-20.6,21.2,,,,0,0,,2,"414,240",15.018,0,"4,313",0,5,,10.663,0.087,965.624,0.043,0.063,0,10,3,0.105,13,,0,,"1,276.19",,0,,3.4,356,1.012,63.834,,21.91,,0,0,,58.705,1.614,,4,23,1
COM,Comoros,277.419,1.941,4,4,4.091,3,1,2,5,3,3,4,5,4,1,1,1,1,1,1,1,5,5,4,2,4,4,1,,4,,1,7,1,,,,,,,1,,,1,4,,,1,,,,,1,,,7,,1,7,4,1,287.106,-58.4,22,0.516,2.976,4,0,0,0,0,"2,170",156.682,300,"2,360",33,5,0.184,,6.452,,0,10.599,0,,,,,,,0.563,,,0,"219,123.36",,,0.244,,,,,0,,,274.747,,11.751,275,32,0
SEN,Senegal,277.083,2.633,2.125,3.636,2.462,2,3,4,4,3,3,2,2,3,1,1,4,1,1,1,1,2,3,1,1,1,4,7,4,1,4,1,2,1,5,5,1,6,3,5,5,2,4,1,6,5,1,1,,,1,1,3,5,1,3,7,1,4,1,7,199.776,-15.8,12.8,30.942,18.394,8,0,0,0,0,"192,530",20.605,0,581,0,5,-0.183,8.913,0.27,145.432,0,0.151,0,16,-1,0.076,35,11,4.06,179.318,141.235,2.154,0,"40,382.47",45.53,5,0.197,,,1.46,0,12,30.039,0.492,49.244,2.978,2.215,59,84,6
GMB,Gambia,276.596,2.517,3.25,3.273,2.923,2,3,3,3,2,3,1,1,2,1,1,4,1,1,1,1,4,4,1,1,7,2,7,6,3,4,1,2,1,2,5,2,1,5,5,4,2,3,1,5,1,1,1,,,,1,1,7,1,5,7,1,5,2,5,130.398,-6.4,6,6.109,4.535,7,0,0,0,0,"10,000",124.3,0,53,100,1,-0.135,28.2,4.5,100,0,1,0,62,-1,0.27,0,2,3.87,147.172,100,0.92,0,"133,046.66",3.73,1,0.214,,,,0,0,82.215,1.044,130.5,3.224,9.35,118,54,1
YEM,Yemen,276.596,2.483,2.5,3.727,2.769,2,3,3,4,3,3,2,1,1,1,3,3,1,1,1,1,2,2,1,3,3,4,7,3,1,4,2,2,2,7,4,1,6,7,7,1,1,,1,3,1,5,1,,,1,1,4,5,1,3,7,1,3,3,5,165.83,-9.2,2.8,15.43,72.36,6,4,0,0,0,"527,970",9.271,0,"3,760",25,5,-0.133,5.692,0.072,331.458,0.002,0.136,0,0,0,0.123,45,0,0,0.131,26.507,,0,"449,594.70",3.85,71,0.071,,,2.207,0,24,26.072,0.515,34.305,3.426,0.127,37,50,1
DZA,Algeria,275.000,2.733,2.375,2.909,3.308,3,2,3,4,4,3,6,4,2,5,2,5,1,1,1,1,1,1,1,3,2,6,1,2,1,4,2,2,2,5,6,1,5,5,4,1,1,4,1,5,3,3,1,,,3,1,4,1,1,1,6,1,5,1,7,455.218,-39.2,9.6,151.529,33.673,10,0,0,0,0,"2,381,740",3.317,0,"3,043",8,9,0.109,4.316,0.024,107.904,0.005,0.014,0,12,-1,0.044,21,3,9.58,0.362,27.005,2.819,0,"69,485.19",15.54,32,0.122,,,10.861,0,20,1.189,0.33,13.213,1.738,0.321,139,76,10
SDN,Sudan,274.468,2.483,2.875,3.182,2.923,1,2,3,4,3,3,5,1,2,1,1,4,1,1,1,1,1,6,1,3,2,6,6,1,1,3,2,2,1,7,5,3,4,5,5,1,1,3,1,4,2,4,1,,,4,1,4,2,1,1,7,,1,2,7,430.449,-7,7.8,29.474,30.028,9,0,0,0,0,"2,376,000",577.341,0,"3,187",3,10,-0.095,0.679,0.027,29.882,0.003,0.021,0,0,-1,0.692,17,3,1.64,0.044,28.451,0.754,0,"257,918.39",10.22,51,0.056,,,42.504,0,51,6.082,0.124,12.412,2.852,,4,52,12
SAU,Saudi Arabia,273.913,2.964,2.375,2.273,3,2,3,3,4,4,3,3,3,1,3,5,5,1,1,1,1,1,1,1,3,3,7,1,6,1,2,2,2,2,7,5,1,6,5,4,,2,,1,3,1,7,2,,,4,1,6,1,1,1,7,1,1,2,1,265.535,-21,3.8,79.299,191.793,11,3,0,0,0,"2,149,690",5.584,0,"3,133",21,12,0.126,24.018,0.024,1.861,0.008,0.013,0,0,-1,0.07,33,2,5.44,,174.602,,0,"811,956.28",2.93,708,0.334,,,43.052,0,360,1.407,0.905,10.051,3.331,1.721,9,57,0
NOR,Norway,273.469,3.226,2.625,1.273,3.154,3,3,3,3,3,3,5,4,6,5,5,4,1,1,1,1,2,5,1,2,4,4,1,7,1,2,2,2,1,1,1,2,1,4,5,5,3,4,5,7,1,1,4,2,1,7,1,1,,3,1,3,1,1,1,1,395.623,-35.4,37,171.76,168.731,9,0,0,0,0,"306,830",181.674,0,"2,469",41,5,0.027,170.407,0.186,3.259,0.036,0.075,0,90,0,0.296,3,7,0.31,241.476,640.863,2.766,1,"21,594.34",0.53,1,1.372,2.118,100,259.206,0,0,,5.515,14.552,0.497,14.697,14,192,0
HND,Honduras,273.333,2.704,2.875,2.818,2.923,2,2,3,4,4,3,3,2,7,1,1,1,1,1,2,1,3,3,1,2,5,3,1,6,1,5,2,3,2,3,7,1,7,4,5,6,3,,1,3,,1,1,,,1,1,1,4,,4,7,1,3,1,1,234.512,-11.2,77.8,3.358,9.564,3,0,0,0.53,0,"111,890",30.369,0,"2,870",50,4,0.001,22.442,0.34,"1,850.03",0.089,1.171,0,52,-2,0.122,85,6,3.23,616.111,913.844,,0,"748,247.36",,2,0.226,,,4.887,0,0,15.069,,57.959,2.503,3.277,38,66,0
RUS,Russian Federation,272.727,2.692,3,2.455,2.727,2,2,3,3,4,3,,2,4,,,6,3,1,2,2,1,2,1,4,6,7,4,3,1,2,2,2,2,2,4,1,5,5,5,4,2,4,5,4,,1,2,2,,3,1,1,,1,1,1,1,1,1,6,,-17.8,20,,,14,27,1,0.14,0,"16,888,500",7.715,0,"5,661",64,16,-0.05,5.333,0.009,2.072,0.001,0.008,0,69,0,0.034,22,3,2.63,117.741,128.807,3.084,12,"163,780.83",,2,0.579,2.338,,19.162,0,0,,0.931,8.7,-0.364,1.095,2,159,3
